tensor_location,criterion_score,layer_name,value_before,value_after,bit_i,baseline_score,accuracy_drop,activation
"(3, 2, 2, 2)",0.95,conv2.weight,0.16587901,-0.1658790111541748,0,0.95,0.0,gelu
"(3, 3, 0, 0)",0.93,conv2.weight,0.20444424,-0.20444424450397491,0,0.95,0.019999999999999907,gelu
"(3, 3, 0, 1)",0.95,conv2.weight,-0.33935124,0.33935123682022095,0,0.95,0.0,gelu
"(3, 3, 0, 2)",0.94,conv2.weight,-0.0936836,0.09368360042572021,0,0.95,0.010000000000000009,gelu
"(3, 3, 1, 0)",0.95,conv2.weight,-0.329691,0.32969099283218384,0,0.95,0.0,gelu
"(3, 3, 1, 1)",0.96,conv2.weight,-0.25359207,0.2535920739173889,0,0.95,-0.010000000000000009,gelu
"(3, 3, 1, 2)",0.94,conv2.weight,-0.12543903,0.12543903291225433,0,0.95,0.010000000000000009,gelu
"(3, 3, 2, 0)",0.93,conv2.weight,-0.7843482,0.78434818983078,0,0.95,0.019999999999999907,gelu
"(3, 3, 2, 1)",0.83,conv2.weight,-1.3243352,1.3243352174758911,0,0.95,0.12,gelu
"(3, 3, 2, 2)",0.94,conv2.weight,-0.6783082,0.6783081889152527,0,0.95,0.010000000000000009,gelu
"(4, 0, 0, 0)",0.95,conv2.weight,-0.008755106,0.008755105547606945,0,0.95,0.0,gelu
"(4, 0, 0, 1)",0.96,conv2.weight,0.18951787,-0.18951787054538727,0,0.95,-0.010000000000000009,gelu
"(4, 0, 0, 2)",0.95,conv2.weight,0.20226057,-0.2022605687379837,0,0.95,0.0,gelu
"(4, 0, 1, 0)",0.94,conv2.weight,-0.058993466,0.058993466198444366,0,0.95,0.010000000000000009,gelu
"(4, 0, 1, 1)",0.94,conv2.weight,0.22857566,-0.22857566177845,0,0.95,0.010000000000000009,gelu
"(4, 0, 1, 2)",0.94,conv2.weight,0.21928982,-0.21928982436656952,0,0.95,0.010000000000000009,gelu
"(4, 0, 2, 0)",0.95,conv2.weight,0.09151999,-0.09151998907327652,0,0.95,0.0,gelu
"(4, 0, 2, 1)",0.94,conv2.weight,0.11548941,-0.1154894083738327,0,0.95,0.010000000000000009,gelu
"(4, 0, 2, 2)",0.95,conv2.weight,0.24972434,-0.249724343419075,0,0.95,0.0,gelu
"(4, 1, 0, 0)",0.95,conv2.weight,-0.34503758,0.345037579536438,0,0.95,0.0,gelu
"(4, 1, 0, 1)",0.94,conv2.weight,-0.17084493,0.1708449274301529,0,0.95,0.010000000000000009,gelu
"(4, 1, 0, 2)",0.93,conv2.weight,-0.4907588,0.4907588064670563,0,0.95,0.019999999999999907,gelu
"(4, 1, 1, 0)",0.94,conv2.weight,-0.45309126,0.45309126377105713,0,0.95,0.010000000000000009,gelu
"(4, 1, 1, 1)",0.94,conv2.weight,-0.542413,0.5424129962921143,0,0.95,0.010000000000000009,gelu
"(4, 1, 1, 2)",0.94,conv2.weight,-0.4236786,0.42367860674858093,0,0.95,0.010000000000000009,gelu
"(4, 1, 2, 0)",0.95,conv2.weight,-0.28307402,0.2830740213394165,0,0.95,0.0,gelu
"(4, 1, 2, 1)",0.95,conv2.weight,-0.3991379,0.3991379141807556,0,0.95,0.0,gelu
"(4, 1, 2, 2)",0.94,conv2.weight,-0.15569049,0.1556904911994934,0,0.95,0.010000000000000009,gelu
"(4, 2, 0, 0)",0.95,conv2.weight,-0.41880307,0.41880306601524353,0,0.95,0.0,gelu
"(4, 2, 0, 1)",0.95,conv2.weight,-0.028094916,0.02809491567313671,0,0.95,0.0,gelu
"(4, 2, 0, 2)",0.95,conv2.weight,0.31085867,-0.31085866689682007,0,0.95,0.0,gelu
"(4, 2, 1, 0)",0.95,conv2.weight,-0.4945724,0.49457240104675293,0,0.95,0.0,gelu
"(4, 2, 1, 1)",0.95,conv2.weight,0.089920364,-0.08992036432027817,0,0.95,0.0,gelu
"(4, 2, 1, 2)",0.95,conv2.weight,0.094067544,-0.0940675437450409,0,0.95,0.0,gelu
"(4, 2, 2, 0)",0.94,conv2.weight,-0.045381185,0.04538118466734886,0,0.95,0.010000000000000009,gelu
"(4, 2, 2, 1)",0.95,conv2.weight,0.028879529,-0.028879528865218163,0,0.95,0.0,gelu
"(4, 2, 2, 2)",0.95,conv2.weight,0.2894524,-0.2894524037837982,0,0.95,0.0,gelu
"(4, 3, 0, 0)",0.95,conv2.weight,0.075535335,-0.07553533464670181,0,0.95,0.0,gelu
"(4, 3, 0, 1)",0.95,conv2.weight,0.030858582,-0.030858581885695457,0,0.95,0.0,gelu
"(4, 3, 0, 2)",0.94,conv2.weight,0.24954735,-0.2495473474264145,0,0.95,0.010000000000000009,gelu
"(4, 3, 1, 0)",0.94,conv2.weight,0.15706983,-0.1570698320865631,0,0.95,0.010000000000000009,gelu
"(4, 3, 1, 1)",0.95,conv2.weight,0.0035657536,-0.0035657535772770643,0,0.95,0.0,gelu
"(4, 3, 1, 2)",0.94,conv2.weight,0.24725543,-0.24725542962551117,0,0.95,0.010000000000000009,gelu
"(4, 3, 2, 0)",0.94,conv2.weight,0.23299897,-0.23299896717071533,0,0.95,0.010000000000000009,gelu
"(4, 3, 2, 1)",0.94,conv2.weight,-0.18669662,0.1866966187953949,0,0.95,0.010000000000000009,gelu
"(4, 3, 2, 2)",0.95,conv2.weight,-0.1507447,0.1507447063922882,0,0.95,0.0,gelu
"(5, 0, 0, 0)",0.96,conv2.weight,0.20382765,-0.2038276493549347,0,0.95,-0.010000000000000009,gelu
"(5, 0, 0, 1)",0.95,conv2.weight,-0.008636858,0.008636858314275742,0,0.95,0.0,gelu
"(5, 0, 0, 2)",0.94,conv2.weight,-0.13530023,0.13530023396015167,0,0.95,0.010000000000000009,gelu
"(5, 0, 1, 0)",0.95,conv2.weight,0.16734625,-0.16734625399112701,0,0.95,0.0,gelu
